Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2017,DC_ENVTECH_IMP,231,USD,2025-05-13T00:00:00,A,0,2020,WESR / UN COMTRADE,1039195982
2018,DC_ENVTECH_IMP,231,USD,2025-05-13T00:00:00,A,0,2020,WESR / UN COMTRADE,1023371756
2019,DC_ENVTECH_IMP,231,USD,2025-05-13T00:00:00,A,0,2020,WESR / UN COMTRADE,965463532
2020,DC_ENVTECH_IMP,231,USD,2025-05-13T00:00:00,A,0,2020,WESR / UN COMTRADE,828355864
2010,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,5338523
2011,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,2812783
2012,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,4429282
2013,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,3138414
2014,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,3297133
2015,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,1177458
2016,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,4729732
2017,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,14765073
2018,DC_ENVTECH_REXP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,9804792
2010,DC_ENVTECH_RIMP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,1407
2014,DC_ENVTECH_RIMP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,2278
2015,DC_ENVTECH_RIMP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,2006
2016,DC_ENVTECH_RIMP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,681
2017,DC_ENVTECH_RIMP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,3595
2018,DC_ENVTECH_RIMP,231,USD,2022-03-23T00:00:00,A,0,2018,WESR / UN COMTRADE,1211
2010,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,564866934
2011,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,547988364
2012,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,848228349
2013,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,781150177
2014,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,1362012643
2015,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,1209179007
2016,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,1200571752
2017,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,1073003956
2018,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,1049564292
2019,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,982071884
2020,DC_ENVTECH_TT,231,USD,2023-05-10T00:00:00,A,0,2020,World Environment Situation Room,849091180
