Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,47.04537
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,13.01183
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,17.68061
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,95.86108
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,91.10136
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,41.76374
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,61.62042
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,13.61582
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,19.57065
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.05479
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.54372
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,48.90042
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,66.70991
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,22.19584
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,36.22421
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,91.76279
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,97.53882
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,60.63897
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,69.67447
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,21.56359
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,37.27595
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,99.30479
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,100.0
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,68.59951
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,69.85816
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,47.1646
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,47.62
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,94.35985
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2019,94.34107
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,53.40285
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2019,70.62456
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,25.05828
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2019,40.52575
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,85.31914
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2019,80.06846
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,27.1571
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2019,49.3939
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,8.15117
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2019,15.9712
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.13811
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2019,92.58684
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,39.13323
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2019,61.30193
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,14.20317
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2019,23.66154
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,91.34735
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2019,93.97403
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,49.17258
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2019,60.99333
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,16.12651
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2019,28.1353
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,96.30407
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2019,96.34718
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,53.67744
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2019,73.27617
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,24.93235
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2019,41.6519
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.71632
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2019,98.63794
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,70.95215
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2019,85.60584
2013,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,42.17507
2019,A,0,Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,12,M,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2019,61.82173
