Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04361
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04371
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04328
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04321
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04227
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04192
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04103
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03952
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03904
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0388
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03487
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03328
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03305
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03087
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02802
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00123
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00139
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00135
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00141
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00113
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00114
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00128
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00121
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00111
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00108
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0008
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00084
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00083
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0008
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00081
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00076
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00076
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00078
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00079
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00066
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00054
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00052
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00052
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0005
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03119
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03182
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02897
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03608
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03816
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04263
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04956
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04282
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05335
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05448
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04412
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0444
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04823
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04478
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04606
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05003
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04229
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02855
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02915
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02783
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02821
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02731
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02746
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02707
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02945
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02963
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02618
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03454
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03591
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04017
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0483
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04159
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05129
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05139
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04162
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04239
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04635
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04316
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0445
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04838
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04054
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02726
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02756
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02671
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.027
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02616
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02629
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF21,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0259
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00175
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00218
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00279
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00154
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00225
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00246
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00126
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00122
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00206
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00309
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00251
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00201
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00188
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00162
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00156
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00165
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00174
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00128
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0016
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00112
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0012
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00115
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00117
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF22,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00117
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.81115
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.80189
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.86271
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.91853
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.88636
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.90832
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.02652
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.14762
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.45072
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.42152
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.2914
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.19471
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.16673
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.0422
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.05317
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.22695
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.18318
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.26272
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.30099
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.13057
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.15038
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.12878
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.1275
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF3,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.09393
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.48236
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.47405
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.47017
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.44167
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38824
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.4157
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38524
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38611
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.39121
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.39608
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.39765
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38359
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.36716
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.36623
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.42954
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.41004
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.39835
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.40066
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.41778
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.3917
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.39498
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.37967
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.36985
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF4,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.35378
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00614
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0055
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00698
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00536
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00775
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00554
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00784
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00632
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00616
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00122
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00012
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF41,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,7e-05
