Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.54336
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.62146
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.55942
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.65077
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.7486
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.79782
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,2.12581
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,2.19404
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,2.03521
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.95926
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.97879
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.88653
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.89369
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,2.07935
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.99158
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,2.01552
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,2.1154
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.90898
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.91893
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.82231
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.80576
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,None,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.74094
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.795
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.78735
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.84778
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.90364
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.87269
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.89179
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.0135
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.1316
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.43494
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.40809
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.27341
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.18433
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.15518
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.03071
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.04642
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.22569
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.18439
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.26471
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.3025
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.13144
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.15361
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.13206
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.13086
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,1.09759
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01615
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01454
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01493
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01489
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01367
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01653
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01302
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01602
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01578
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01342
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01799
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01038
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01155
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.01149
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00675
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.00127
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00121
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00198
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00151
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00087
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00323
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00328
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00337
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,-0.00367
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.36553
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38994
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38271
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.40556
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.40691
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38838
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.38937
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.36327
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.34535
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.41929
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.40685
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.44432
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.44446
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.45798
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.44165
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.44767
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.4294
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.4195
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.45868
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.43431
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.4275
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.3669
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.35891
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.34178
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.16129
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.17066
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18311
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18695
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.188
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18623
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.18447
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.16985
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.17113
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.20255
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.19866
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23018
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22566
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23654
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23493
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.24199
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23188
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.22751
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.24897
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23802
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.23673
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.20183
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.19852
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.19035
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.02611
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04405
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03608
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06155
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06188
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05265
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05588
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04541
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03018
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06829
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05828
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06398
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06791
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06995
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05413
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05601
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05359
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05236
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.0717
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.06673
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05998
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04098
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04037
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.03884
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.12679
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.12343
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.11401
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10905
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10853
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10346
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10547
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10352
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10057
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10376
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.1054
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10604
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10686
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10842
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10986
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10787
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.10365
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.09981
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.09842
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.09402
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.09697
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.09052
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.08863
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.08408
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05012
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.05042
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04817
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04659
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04737
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04489
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04227
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04329
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPG,12,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,2023,2015,0.04236
