Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,27.8
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,26.8
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,25.8
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,24.8
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,24.0
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,23.2
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,22.5
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.9
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.4
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.9
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.5
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,20.1
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,19.8
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,19.5
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,19.2
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,18.9
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,18.6
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,18.4
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,18.2
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,17.9
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,37.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,35.9
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,34.7
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,33.5
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,32.2
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,31.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,29.9
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,28.8
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,27.8
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,27.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,26.2
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,25.5
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,24.9
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,24.4
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,24.0
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,23.6
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,23.3
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,23.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,22.7
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,22.4
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,22.2
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.9
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.7
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,12,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,21.5
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,20633.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,20238.0
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,19566.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,19242.0
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,19391.0
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,19656.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,19983.0
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,20355.0
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,20787.0
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,21081.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,21225.0
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,21332.0
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,21737.0
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,22032.0
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,22259.0
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,22459.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,22296.0
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,22066.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,21574.0
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,20965.0
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,20351.0
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,19551.0
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,18793.0
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,None,Y0,NUMBER,2025-03-19T00:00:00,2023,18076.0
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9353.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9161.0
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8836.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8677.0
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8743.0
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8856.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9003.0
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9171.0
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9366.0
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9491.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9557.0
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9607.0
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9790.0
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9920.0
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,10012.0
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,10094.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,10011.0
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9889.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9655.0
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9362.0
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,9067.0
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8703.0
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8357.0
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,F,Y0,NUMBER,2025-03-19T00:00:00,2023,8034.0
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11280.0
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11077.0
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10730.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10565.0
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10648.0
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10800.0
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10980.0
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11184.0
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11421.0
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11590.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11668.0
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11725.0
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11947.0
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,12112.0
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,12247.0
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,12365.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,12285.0
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,12177.0
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11919.0
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11603.0
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,11284.0
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10848.0
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRTN,12,M,Y0,NUMBER,2025-03-19T00:00:00,2023,10436.0
