Year,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2014,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",40.03466
2015,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",41.50686
2016,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",42.96516
2017,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",44.4085
2018,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",45.83816
2019,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",47.25398
2020,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",48.65535
2021,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",50.04256
2022,SP_ACS_BSRVH2O,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",51.51296
2000,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",8.73437
2001,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",10.35184
2002,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",11.95965
2003,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",13.55779
2004,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.14626
2005,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.72506
2006,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",18.29419
2007,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",19.85366
2008,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",21.40346
2009,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",22.94359
2010,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",24.47406
2011,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",25.99485
2012,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",27.50598
2013,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",29.00745
2014,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",30.49924
2015,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",31.98136
2016,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",33.45382
2017,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",34.91661
2018,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",36.36974
2019,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",37.81319
2020,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",39.24698
2021,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",40.6711
2022,SP_ACS_BSRVH2O,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",42.21752
2000,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",76.22374
2001,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",76.54196
2002,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",76.86032
2003,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",77.17881
2004,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",77.49743
2005,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",77.81618
2006,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",78.13507
2007,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",78.45409
2008,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",78.77325
2009,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",79.09253
2010,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",79.41196
2011,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",79.73151
2012,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",80.0512
2013,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",80.37102
2014,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",80.69098
2015,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",81.01106
2016,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",81.33128
2017,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",81.65164
2018,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",81.97213
2019,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",82.29275
2020,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",82.6135
2021,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",82.93439
2022,SP_ACS_BSRVH2O,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",83.23708
2000,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",2.7939
2001,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.09531
2002,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.39684
2003,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.69805
2004,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.00925
2005,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.31644
2006,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.61983
2007,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.92163
2008,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.24482
2009,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.56531
2010,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.88367
2011,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",6.19978
2012,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",6.51409
2013,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",6.82389
2014,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",7.13201
2015,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",7.43845
2016,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",7.74355
2017,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",8.04716
2018,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",8.34992
2019,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",8.65204
2020,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",8.95354
2021,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",9.25478
2022,SP_ACS_BSRVSAN,231,None,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",9.33622
2000,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",0.68915
2001,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",0.98171
2002,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",1.27427
2003,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",1.56683
2004,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",1.83995
2005,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",2.10695
2006,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",2.36783
2007,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",2.62259
2008,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",2.87124
2009,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.11376
2010,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.35017
2011,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.58046
2012,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",3.80463
2013,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.02268
2014,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.23462
2015,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.44044
2016,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.64013
2017,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",4.83371
2018,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.02118
2019,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.20252
2020,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.37774
2021,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.54685
2022,SP_ACS_BSRVSAN,231,R,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",5.54685
2000,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",14.9683
2001,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.14129
2002,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.31429
2003,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.48728
2004,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",15.83182
2005,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.18015
2006,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.53226
2007,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",16.88817
2008,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",17.24787
2009,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",17.61136
2010,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",17.97863
2011,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",18.3497
2012,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",18.72456
2013,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",19.1032
2014,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",19.48564
2015,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",19.87187
2016,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",20.26189
2017,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",20.65569
2018,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",21.05329
2019,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",21.45468
2020,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",21.85985
2021,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",22.26882
2022,SP_ACS_BSRVSAN,231,U,PT,2023-09-12T00:00:00,A,0,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",22.26882
