Year,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,BASE_PER,Value
2019,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.75014
2020,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.72118
2021,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.71169
2022,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.69348
2023,EN_MAT_DOMCMPG,231,MF_AGG3A,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.68324
2000,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0285
2001,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03534
2002,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04384
2003,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04425
2004,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04225
2005,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.04724
2006,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.0292
2007,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01525
2008,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01944
2009,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03475
2010,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03775
2011,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03308
2012,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03813
2013,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03061
2014,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.03163
2015,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02598
2016,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02836
2017,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02515
2018,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02724
2019,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.02559
2020,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01799
2021,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01729
2022,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01667
2023,EN_MAT_DOMCMPG,231,MF_AGG3B,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.01592
2000,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.01139
2001,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,10.90457
2002,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.3595
2003,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,11.74618
2004,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,10.52171
2005,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,10.15429
2006,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,9.52138
2007,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,9.07297
2008,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,8.42342
2009,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,8.19781
2010,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,7.73358
2011,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.88176
2012,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.56366
2013,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,6.24109
2014,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.9301
2015,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.52999
2016,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.30331
2017,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.9973
2018,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.75859
2019,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.61153
2020,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.56022
2021,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.21498
2022,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.02307
2023,EN_MAT_DOMCMPG,231,MF1,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.86917
2000,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.96122
2001,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.98465
2002,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.89745
2003,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.04316
2004,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.90935
2005,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.96863
2006,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.87063
2007,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.79721
2008,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.72051
2009,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.78009
2010,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.76809
2011,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.70742
2012,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.69632
2013,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.70425
2014,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.68384
2015,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.64852
2016,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.64024
2017,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.59156
2018,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.5589
2019,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.5245
2020,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.53909
2021,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.51944
2022,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.49894
2023,EN_MAT_DOMCMPG,231,MF11,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.48289
2000,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.47424
2001,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.61137
2002,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.48786
2003,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.61284
2004,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.49584
2005,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.64679
2006,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.51196
2007,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.39865
2008,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.30474
2009,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.38309
2010,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.39455
2011,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.30306
2012,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.26417
2013,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.2593
2014,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.25227
2015,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.1939
2016,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.14621
2017,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.13458
2018,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.04224
2019,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.99518
2020,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.96083
2021,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.90129
2022,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.86547
2023,EN_MAT_DOMCMPG,231,MF121,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.83417
2000,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.95797
2001,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.91786
2002,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.58481
2003,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,5.55516
2004,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.95612
2005,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.66956
2006,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.51675
2007,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.49092
2008,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.21442
2009,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,4.00079
2010,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.73859
2011,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.23138
2012,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.07457
2013,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.87602
2014,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.70597
2015,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.50619
2016,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.40644
2017,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.24688
2018,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.188
2019,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.18722
2020,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.19809
2021,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.96952
2022,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.90441
2023,EN_MAT_DOMCMPG,231,MF122,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.86043
2000,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.61701
2001,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.38983
2002,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.38869
2003,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.53446
2004,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,3.15988
2005,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.86888
2006,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.62161
2007,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.38572
2008,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.18321
2009,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,2.03335
2010,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.8319
2011,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.63935
2012,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.52799
2013,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.40078
2014,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.28715
2015,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.18068
2016,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.10968
2017,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,1.02353
2018,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.96872
2019,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.90395
2020,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.86154
2021,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.82411
2022,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.75366
2023,EN_MAT_DOMCMPG,231,MF13,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.69112
2000,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00095
2001,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00086
2002,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00068
2003,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00056
2004,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00052
2005,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00043
2006,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00042
2007,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00047
2008,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00055
2009,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00049
2010,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00045
2011,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00054
2012,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00061
2013,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00073
2014,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00087
2015,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00071
2016,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00073
2017,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00075
2018,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00072
2019,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00069
2020,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00065
2021,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00062
2022,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00059
2023,EN_MAT_DOMCMPG,231,MF14,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.00055
2000,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.05356
2001,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.06653
2002,EN_MAT_DOMCMPG,231,MF2,KG_PER_CON_USD,2025-03-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,2015,0.08364
