Year,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,BASE_PER,Value
2018,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,63865089.98226
2019,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,64547205.59089
2020,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,65814861.89425
2021,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,68612840.12201
2022,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,70414999.63082
2023,EN_MAT_DOMCMPT,231,MF_AGG3A,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,73950256.11609
2000,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,474609.44
2001,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,637303.626
2002,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,802546.513
2003,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,792565.039
2004,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,859340.709
2005,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1074468.171
2006,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,736222.402
2007,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,428599.573
2008,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,605084.389
2009,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1176826.939
2010,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1438877.933
2011,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1426934.175
2012,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1787109.775
2013,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1586191.666
2014,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1807302.251
2015,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1638529.993
2016,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1924138.147
2017,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1869879.988
2018,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,2162696.13117
2019,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,2202271.29052
2020,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1641414.12896
2021,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1666804.14153
2022,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1692824.46101
2023,EN_MAT_DOMCMPT,231,MF_AGG3B,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1723110.72458
2000,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,183346621.891
2001,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,196640616.4794
2002,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,207946887.2663
2003,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,210378569.6112
2004,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,214025290.249
2005,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,230962916.3906
2006,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,240031802.0566
2007,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,254930390.2392
2008,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,262213893.2805
2009,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,277653849.1502
2010,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,294804560.3474
2011,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,296843621.8593
2012,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,307606320.7584
2013,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,323441127.6857
2014,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,338867198.3184
2015,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,348824560.1301
2016,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,359821514.191
2017,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,371487849.3734
2018,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,377854070.2477
2019,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,396804861.0854
2020,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,416165723.12301
2021,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,406359825.31903
2022,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,408499761.20685
2023,EN_MAT_DOMCMPT,231,MF1,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,418780744.96163
2000,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,16004975.78
2001,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,17756080.32
2002,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,16428744.93
2003,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,18683351.83
2004,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,18497334.88
2005,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,22031929.95
2006,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,21948370.19
2007,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,22399773.34
2008,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,22428738.92
2009,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,26420928.73
2010,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,29279497.53
2011,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,30514491.3
2012,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,32633323.74
2013,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,36497559.81
2014,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,39076800.9
2015,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,40908073.49
2016,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,43439507.06
2017,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,43975138.54
2018,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,44379493.85
2019,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,45131152.09
2020,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,49197763.78
2021,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,50078500.82
2022,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,50662464.71754
2023,EN_MAT_DOMCMPT,231,MF11,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,52266095.1805
2000,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,24547017.231
2001,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,29057656.4794
2002,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,27236792.8163
2003,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,28886538.0212
2004,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,30427425.969
2005,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,37456753.4806
2006,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,38116305.8666
2007,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,39298941.9792
2008,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,40615441.1205
2009,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,46844251.3402
2010,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,53160402.6974
2011,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,56207472.7593
2012,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,59245228.6584
2013,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,65262740.9857
2014,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,71559303.2384
2015,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,75309363.2001
2016,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,77768556.171
2017,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,84342025.8634
2018,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,82758963.9977
2019,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,85631634.7263
2020,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,87685860.4341
2021,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,86892019.6703
2022,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,87879216.95834
2023,EN_MAT_DOMCMPT,231,MF121,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,90287181.66185
2000,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,82553343.0
2001,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,88683083.0
2002,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,102235426.0
2003,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,99494983.0
2004,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,100814022.8
2005,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,106210708.2
2006,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,113866329.0
2007,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,126184958.0
2008,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,131191257.8
2009,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,135503991.2
2010,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,142515295.2
2011,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,139385168.2
2012,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,144089903.2
2013,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,149048003.1
2014,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,154629092.3
2015,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,158086928.6
2016,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,163273650.0
2017,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,167027865.8
2018,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,173737619.7
2019,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,188201993.8
2020,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,200598060.0
2021,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,189878686.69544
2022,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,193372490.7224
2023,EN_MAT_DOMCMPT,231,MF122,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,201364091.68724
2000,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,60225549.88
2001,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,61128368.68
2002,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,62033398.52
2003,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,63303579.76
2004,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,64276015.6
2005,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,65253698.76
2006,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,66090286.0
2007,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,67033466.92
2008,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,67961464.44
2009,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,68868074.88
2010,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,69832103.92
2011,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,70713121.6
2012,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,71609366.16
2013,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,72594824.79
2014,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,73552465.88
2015,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,74475395.84
2016,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,75290101.96
2017,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,76087082.17
2018,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,76921030.7
2019,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,77781133.15
2020,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,78624521.62281
2021,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,79451101.64897
2022,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,76526072.99678
2023,EN_MAT_DOMCMPT,231,MF13,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,74803861.11059
2000,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,15736.0
2001,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,15428.0
2002,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,12525.0
2003,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,10117.0
2004,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,10491.0
2005,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,9826.0
2006,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,10511.0
2007,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,13250.0
2008,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,16991.0
2009,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,16603.0
2010,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,17261.0
2011,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,23368.0
2012,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,28499.0
2013,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,37999.0
2014,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,49536.0
2015,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,44799.0
2016,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,49699.0
2017,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,55737.0
2018,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,56962.0
2019,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,58947.3191
2020,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,59517.2861
2021,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,59516.48433
2022,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,59515.81179
2023,EN_MAT_DOMCMPT,231,MF14,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,59515.32145
2000,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,891865.91382
2001,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1199691.0715
2002,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1531023.0238
2003,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1350055.00132
2004,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1156227.54457
2005,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,2002742.76406
2006,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1465530.05634
2007,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1631604.1823
2008,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1667942.43572
2009,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1908958.24254
2010,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,2351258.10448
2011,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3662684.86153
2012,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,4034219.14129
2013,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3737531.0632
2014,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3860125.39469
2015,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,4038138.32408
2016,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,4326771.77767
2017,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3125121.69641
2018,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,2646618.32266
2019,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,2278777.05973
2020,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3145974.70369
2021,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3347311.65943
2022,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3495409.68975
2023,EN_MAT_DOMCMPT,231,MF2,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,3646757.22867
2000,EN_MAT_DOMCMPT,231,MF21,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,163448.11
2001,EN_MAT_DOMCMPT,231,MF21,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,255834.527
2002,EN_MAT_DOMCMPT,231,MF21,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,273748.33
2003,EN_MAT_DOMCMPT,231,MF21,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,399958.348
2004,EN_MAT_DOMCMPT,231,MF21,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,321598.804
2005,EN_MAT_DOMCMPT,231,MF21,T,2025-05-21T00:00:00,A,0,2023,WESR / Global Material Flows Database,,1007474.609
