Year,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,SOURCE_DETAIL,Value
2001,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2002,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2003,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2004,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2005,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2006,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2007,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2008,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2009,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2010,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2011,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2012,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2013,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2014,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2015,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2016,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2017,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2018,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2019,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2020,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2021,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2022,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2023,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2024,ER_NOEX_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,15
2000,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2001,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2002,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2003,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2004,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2005,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,13
2006,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,13
2007,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,9
2008,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,5
2009,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,7
2010,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,7
2011,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,7
2012,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,7
2013,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,7
2014,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,7
2015,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2016,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2017,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2018,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,50
2019,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,50
2020,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,25
2021,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,25
2022,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,25
2023,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,25
2024,ER_RSK_LBREDS,231,PT,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,25
2000,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2001,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,0
2002,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,3
2003,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,3
2004,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,3
2005,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2006,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,57
2007,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,54
2008,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,46
2009,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,51
2010,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,51
2011,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,51
2012,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,51
2013,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,51
2014,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,51
2015,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,54
2016,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,54
2017,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,57
2018,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,63
2019,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,63
2020,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,61
2021,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,61
2022,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,61
2023,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,61
2024,ER_UNK_LBREDN,231,NUMBER,2025-03-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,89
2000,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2001,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2002,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2003,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2004,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2005,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,1
2006,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2007,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2008,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2009,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2010,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2011,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2012,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2013,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2014,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2015,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2016,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2017,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2018,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2019,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2020,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2021,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2022,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2023,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,14
2024,ER_UNK_TRBBREDN,231,NUMBER,2025-05-21T00:00:00,E,0,2024,Institute of Biodiversity Conservation and Research,15
