Year,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,CUST_BREAKDOWN_LB,Value
2010,ER_MTN_GRNCVI,231,C03,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.58
2015,ER_MTN_GRNCVI,231,C03,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.55
2018,ER_MTN_GRNCVI,231,C03,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.46
2021,ER_MTN_GRNCVI,231,C03,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,1.41
2000,ER_MTN_GRNCVI,231,C03,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2005,ER_MTN_GRNCVI,231,C03,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2010,ER_MTN_GRNCVI,231,C03,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2015,ER_MTN_GRNCVI,231,C03,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2018,ER_MTN_GRNCVI,231,C03,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2021,ER_MTN_GRNCVI,231,C03,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2000,ER_MTN_GRNCVI,231,C03,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2005,ER_MTN_GRNCVI,231,C03,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2010,ER_MTN_GRNCVI,231,C03,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2015,ER_MTN_GRNCVI,231,C03,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2018,ER_MTN_GRNCVI,231,C03,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2021,ER_MTN_GRNCVI,231,C03,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,0.0
2000,ER_MTN_GRNCVI,231,C03,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,19.9
2005,ER_MTN_GRNCVI,231,C03,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,20.21
2010,ER_MTN_GRNCVI,231,C03,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,20.28
2015,ER_MTN_GRNCVI,231,C03,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,20.15
2018,ER_MTN_GRNCVI,231,C03,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,20.08
2021,ER_MTN_GRNCVI,231,C03,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,20.04
2000,ER_MTN_GRNCVI,231,C04,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.45
2005,ER_MTN_GRNCVI,231,C04,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.56
2010,ER_MTN_GRNCVI,231,C04,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.62
2015,ER_MTN_GRNCVI,231,C04,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.81
2018,ER_MTN_GRNCVI,231,C04,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.1
2021,ER_MTN_GRNCVI,231,C04,LC_ART,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.29
2000,ER_MTN_GRNCVI,231,C04,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,13.28
2005,ER_MTN_GRNCVI,231,C04,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,13.09
2010,ER_MTN_GRNCVI,231,C04,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,13.66
2015,ER_MTN_GRNCVI,231,C04,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,14.52
2018,ER_MTN_GRNCVI,231,C04,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,14.81
2021,ER_MTN_GRNCVI,231,C04,LC_CRP,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,15.01
2000,ER_MTN_GRNCVI,231,C04,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,53.19
2005,ER_MTN_GRNCVI,231,C04,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,53.05
2010,ER_MTN_GRNCVI,231,C04,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,52.48
2015,ER_MTN_GRNCVI,231,C04,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,51.82
2018,ER_MTN_GRNCVI,231,C04,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,51.43
2021,ER_MTN_GRNCVI,231,C04,LC_GRS,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,51.17
2000,ER_MTN_GRNCVI,231,C04,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.14
2005,ER_MTN_GRNCVI,231,C04,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.15
2010,ER_MTN_GRNCVI,231,C04,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.21
2015,ER_MTN_GRNCVI,231,C04,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.23
2018,ER_MTN_GRNCVI,231,C04,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.28
2021,ER_MTN_GRNCVI,231,C04,LC_IWB,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.31
2000,ER_MTN_GRNCVI,231,C04,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,96.26
2005,ER_MTN_GRNCVI,231,C04,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,96.1
2010,ER_MTN_GRNCVI,231,C04,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,95.94
2015,ER_MTN_GRNCVI,231,C04,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,95.55
2018,ER_MTN_GRNCVI,231,C04,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,95.16
2021,ER_MTN_GRNCVI,231,C04,LC_MGCI,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,94.9
2000,ER_MTN_GRNCVI,231,C04,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2005,ER_MTN_GRNCVI,231,C04,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2010,ER_MTN_GRNCVI,231,C04,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2015,ER_MTN_GRNCVI,231,C04,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2018,ER_MTN_GRNCVI,231,C04,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2021,ER_MTN_GRNCVI,231,C04,LC_PSG,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.0
2000,ER_MTN_GRNCVI,231,C04,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.32
2005,ER_MTN_GRNCVI,231,C04,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.31
2010,ER_MTN_GRNCVI,231,C04,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.27
2015,ER_MTN_GRNCVI,231,C04,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.25
2018,ER_MTN_GRNCVI,231,C04,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.23
2021,ER_MTN_GRNCVI,231,C04,LC_SAF,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.22
2000,ER_MTN_GRNCVI,231,C04,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3.07
2005,ER_MTN_GRNCVI,231,C04,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3.23
2010,ER_MTN_GRNCVI,231,C04,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3.25
2015,ER_MTN_GRNCVI,231,C04,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3.25
2018,ER_MTN_GRNCVI,231,C04,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3.19
2021,ER_MTN_GRNCVI,231,C04,LC_SHR,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,3.15
2000,ER_MTN_GRNCVI,231,C04,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.98
2005,ER_MTN_GRNCVI,231,C04,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.05
2010,ER_MTN_GRNCVI,231,C04,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.08
2015,ER_MTN_GRNCVI,231,C04,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.2
2018,ER_MTN_GRNCVI,231,C04,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.12
2021,ER_MTN_GRNCVI,231,C04,LC_SNV,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.06
2000,ER_MTN_GRNCVI,231,C04,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.16
2005,ER_MTN_GRNCVI,231,C04,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.14
2010,ER_MTN_GRNCVI,231,C04,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.15
2015,ER_MTN_GRNCVI,231,C04,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.21
2018,ER_MTN_GRNCVI,231,C04,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.34
2021,ER_MTN_GRNCVI,231,C04,LC_TBL,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,2.43
2000,ER_MTN_GRNCVI,231,C04,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,26.4
2005,ER_MTN_GRNCVI,231,C04,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,26.42
2010,ER_MTN_GRNCVI,231,C04,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,26.28
2015,ER_MTN_GRNCVI,231,C04,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,25.7
2018,ER_MTN_GRNCVI,231,C04,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,25.49
2021,ER_MTN_GRNCVI,231,C04,LC_TRE,PT,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,25.35
2000,ER_MTN_TOTL,231,None,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,551359.0
2005,ER_MTN_TOTL,231,None,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,551359.0
2010,ER_MTN_TOTL,231,None,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,551359.0
2015,ER_MTN_TOTL,231,None,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,551359.0
2018,ER_MTN_TOTL,231,None,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,551359.0
2021,ER_MTN_TOTL,231,None,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,551359.0
2000,ER_MTN_TOTL,231,C02,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,378.0
2005,ER_MTN_TOTL,231,C02,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,378.0
2010,ER_MTN_TOTL,231,C02,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,378.0
2015,ER_MTN_TOTL,231,C02,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,378.0
2018,ER_MTN_TOTL,231,C02,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,378.0
2021,ER_MTN_TOTL,231,C02,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,378.0
2000,ER_MTN_TOTL,231,C03,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,52432.0
2005,ER_MTN_TOTL,231,C03,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,52432.0
2010,ER_MTN_TOTL,231,C03,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,52432.0
2015,ER_MTN_TOTL,231,C03,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,52432.0
2018,ER_MTN_TOTL,231,C03,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,52432.0
2021,ER_MTN_TOTL,231,C03,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Montane,52432.0
2000,ER_MTN_TOTL,231,C04,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,498549.0
2005,ER_MTN_TOTL,231,C04,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,498549.0
2010,ER_MTN_TOTL,231,C04,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,498549.0
2015,ER_MTN_TOTL,231,C04,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,498549.0
2018,ER_MTN_TOTL,231,C04,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,498549.0
2021,ER_MTN_TOTL,231,C04,None,KM2,2025-03-21T00:00:00,E,0,2021,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,498549.0
