Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,Value
2014,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),17.8
2015,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),18.2
2016,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),18.5
2017,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),18.9
2018,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),19.3
2019,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),19.7
2020,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),20.3
2021,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),21.0
2022,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),21.8
2023,SH_STA_ANEM_NPRG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,40.4,11.3,WHO Global Health Observatory (https://www.who.int/data/gho/),22.9
2000,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),32.9
2001,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),32.0
2002,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),31.1
2003,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),30.3
2004,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),29.5
2005,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),28.7
2006,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),27.9
2007,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),27.2
2008,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),26.5
2009,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.9
2010,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.4
2011,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.1
2012,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.0
2013,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.0
2014,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.0
2015,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.1
2016,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.1
2017,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.1
2018,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.1
2019,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.1
2020,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.2
2021,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.4
2022,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),25.7
2023,SH_STA_ANEM_PREG,231,F,Y15T49,PT,2025-03-25T00:00:00,A,0,2023,41.9,13.6,WHO Global Health Observatory (https://www.who.int/data/gho/),26.2
